
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_125c_3.63v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_125c_3.63v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:19  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1135392348e+03	
1	1.5000000000e+00	2.0622898642e+03	
2	2.5000000000e+00	2.0321501076e+03	
3	3.5000000000e+00	1.9808837153e+03	
4	4.5000000000e+00	1.9717427652e+03	
5	5.5000000000e+00	1.9204764273e+03	
6	6.5000000000e+00	1.8903252982e+03	
7	7.5000000000e+00	1.8390418684e+03	
8	8.5000000000e+00	1.8505543895e+03	
9	9.5000000000e+00	1.7992896365e+03	
10	1.0500000000e+01	1.7691381879e+03	
11	1.1500000000e+01	1.7178562095e+03	
12	1.2500000000e+01	1.7087068019e+03	
13	1.3500000000e+01	1.6574250382e+03	
14	1.4500000000e+01	1.6272620325e+03	
15	1.5500000000e+01	1.5759629374e+03	
16	1.6500000000e+01	1.6081271933e+03	
17	1.7500000000e+01	1.5568667020e+03	
18	1.8500000000e+01	1.5267150878e+03	
19	1.9500000000e+01	1.4754371700e+03	
20	2.0500000000e+01	1.4662830654e+03	
21	2.1500000000e+01	1.4150053179e+03	
22	2.2500000000e+01	1.3848421026e+03	
23	2.3500000000e+01	1.3335467256e+03	
24	2.4500000000e+01	1.3450444172e+03	
25	2.5500000000e+01	1.2937684726e+03	
26	2.6500000000e+01	1.2636049994e+03	
27	2.7500000000e+01	1.2123113580e+03	
28	2.8500000000e+01	1.2031484937e+03	
29	2.9500000000e+01	1.1518551581e+03	
30	3.0500000000e+01	1.1216798735e+03	
31	3.1500000000e+01	1.0703686798e+03	
m_r_code0_ohm = 2.1135392348e+03
m_r_code31_ohm = 1.0703686798e+03
m_r_best_ohm = 1.4754371700e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 1.6375219970e+00
m_trim_step_pct = 3.1438385393e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

