
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_125c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_125c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:18  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1144028808e+03	
1	1.5000000000e+00	2.0639666797e+03	
2	2.5000000000e+00	2.0338942525e+03	
3	3.5000000000e+00	1.9834360039e+03	
4	4.5000000000e+00	1.9735508023e+03	
5	5.5000000000e+00	1.9230923688e+03	
6	6.5000000000e+00	1.8930049417e+03	
7	7.5000000000e+00	1.8425243381e+03	
8	8.5000000000e+00	1.8524226779e+03	
9	9.5000000000e+00	1.8019660356e+03	
10	1.0500000000e+01	1.7718780126e+03	
11	1.1500000000e+01	1.7213990717e+03	
12	1.2500000000e+01	1.7115024998e+03	
13	1.3500000000e+01	1.6610235587e+03	
14	1.4500000000e+01	1.6309203380e+03	
15	1.5500000000e+01	1.5804190208e+03	
16	1.6500000000e+01	1.6100675771e+03	
17	1.7500000000e+01	1.5596160306e+03	
18	1.8500000000e+01	1.5295277939e+03	
19	1.9500000000e+01	1.4790536047e+03	
20	2.0500000000e+01	1.4691510388e+03	
21	2.1500000000e+01	1.4186768859e+03	
22	2.2500000000e+01	1.3885732443e+03	
23	2.3500000000e+01	1.3380764412e+03	
24	2.4500000000e+01	1.3479550875e+03	
25	2.5500000000e+01	1.2974830838e+03	
26	2.6500000000e+01	1.2673790773e+03	
27	2.7500000000e+01	1.2168842326e+03	
28	2.8500000000e+01	1.2069697841e+03	
29	2.9500000000e+01	1.1564751440e+03	
30	3.0500000000e+01	1.1263555680e+03	
31	3.1500000000e+01	1.0758380034e+03	
m_r_code0_ohm = 2.1144028808e+03
m_r_code31_ohm = 1.0758380034e+03
m_r_best_ohm = 1.4790536047e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 1.3964263523e+00
m_trim_step_pct = 3.1140462330e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

