
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_27c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_27c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:18  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1412913214e+03	
1	1.5000000000e+00	2.0853759893e+03	
2	2.5000000000e+00	2.0551336602e+03	
3	3.5000000000e+00	1.9992003993e+03	
4	4.5000000000e+00	1.9945800534e+03	
5	5.5000000000e+00	1.9386469220e+03	
6	6.5000000000e+00	1.9083936796e+03	
7	7.5000000000e+00	1.8524425124e+03	
8	8.5000000000e+00	1.8731463917e+03	
9	9.5000000000e+00	1.8172147516e+03	
10	1.0500000000e+01	1.7869611795e+03	
11	1.1500000000e+01	1.7310113917e+03	
12	1.2500000000e+01	1.7263846195e+03	
13	1.3500000000e+01	1.6704350501e+03	
14	1.4500000000e+01	1.6401704958e+03	
15	1.5500000000e+01	1.5842027524e+03	
16	1.6500000000e+01	1.6302601451e+03	
17	1.7500000000e+01	1.5743323962e+03	
18	1.8500000000e+01	1.5440786700e+03	
19	1.9500000000e+01	1.4881325243e+03	
20	2.0500000000e+01	1.4835012820e+03	
21	2.1500000000e+01	1.4275554613e+03	
22	2.2500000000e+01	1.3972905399e+03	
23	2.3500000000e+01	1.3413262306e+03	
24	2.4500000000e+01	1.3620194255e+03	
25	2.5500000000e+01	1.3060753824e+03	
26	2.6500000000e+01	1.2758102432e+03	
27	2.7500000000e+01	1.2198476137e+03	
28	2.8500000000e+01	1.2152095691e+03	
29	2.9500000000e+01	1.1592473331e+03	
30	3.0500000000e+01	1.1289709031e+03	
31	3.1500000000e+01	1.0729900355e+03	
m_r_code0_ohm = 2.1412913214e+03
m_r_code31_ohm = 1.0729900355e+03
m_r_best_ohm = 1.4881325243e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 7.9116504863e-01
m_trim_step_pct = 3.2117103291e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

