
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ sf_-40c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ sf_-40c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:11  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1761221090e+03	
1	1.5000000000e+00	2.1155559672e+03	
2	2.5000000000e+00	2.0849660531e+03	
3	3.5000000000e+00	2.0243881601e+03	
4	4.5000000000e+00	2.0237971807e+03	
5	5.5000000000e+00	1.9632195510e+03	
6	6.5000000000e+00	1.9326230164e+03	
7	7.5000000000e+00	1.8720335551e+03	
8	8.5000000000e+00	1.9012054234e+03	
9	9.5000000000e+00	1.8406288469e+03	
10	1.0500000000e+01	1.8100321940e+03	
11	1.1500000000e+01	1.7494437279e+03	
12	1.2500000000e+01	1.7488496154e+03	
13	1.3500000000e+01	1.6882614599e+03	
14	1.4500000000e+01	1.6576581213e+03	
15	1.5500000000e+01	1.5970580145e+03	
16	1.6500000000e+01	1.6560565200e+03	
17	1.7500000000e+01	1.5954825080e+03	
18	1.8500000000e+01	1.5648857842e+03	
19	1.9500000000e+01	1.5042997274e+03	
20	2.0500000000e+01	1.5037028473e+03	
21	2.1500000000e+01	1.4431171264e+03	
22	2.2500000000e+01	1.4125136152e+03	
23	2.3500000000e+01	1.3519157838e+03	
24	2.4500000000e+01	1.3810825595e+03	
25	2.5500000000e+01	1.3204980744e+03	
26	2.6500000000e+01	1.2898944824e+03	
27	2.7500000000e+01	1.2292978117e+03	
28	2.8500000000e+01	1.2286975654e+03	
29	2.9500000000e+01	1.1681012797e+03	
30	3.0500000000e+01	1.1374908276e+03	
31	3.1500000000e+01	1.0768822782e+03	
m_r_code0_ohm = 2.1761221090e+03
m_r_code31_ohm = 1.0768822782e+03
m_r_best_ohm = 1.5037028473e+03
m_best_code = 2.0000000000e+01
m_best_err_pct = 2.4685648801e-01
m_trim_step_pct = 3.2927786161e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

