
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ff_-40c_3.63v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ ff_-40c_3.63v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:09  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	1.7813975893e+03	
1	1.5000000000e+00	1.7266338679e+03	
2	2.5000000000e+00	1.7021625634e+03	
3	3.5000000000e+00	1.6473901537e+03	
4	4.5000000000e+00	1.6532293889e+03	
5	5.5000000000e+00	1.5984570370e+03	
6	6.5000000000e+00	1.5739815100e+03	
7	7.5000000000e+00	1.5192004156e+03	
8	8.5000000000e+00	1.5551549978e+03	
9	9.5000000000e+00	1.5003831433e+03	
10	1.0500000000e+01	1.4759075441e+03	
11	1.1500000000e+01	1.4211268980e+03	
12	1.2500000000e+01	1.4269656151e+03	
13	1.3500000000e+01	1.3721850546e+03	
14	1.4500000000e+01	1.3477051676e+03	
15	1.5500000000e+01	1.2929157652e+03	
16	1.6500000000e+01	1.3590257992e+03	
17	1.7500000000e+01	1.3042552438e+03	
18	1.8500000000e+01	1.2797796278e+03	
19	1.9500000000e+01	1.2250001869e+03	
20	2.0500000000e+01	1.2308375390e+03	
21	2.1500000000e+01	1.1760581981e+03	
22	2.2500000000e+01	1.1515782444e+03	
23	2.3500000000e+01	1.0967899525e+03	
24	2.4500000000e+01	1.1327450476e+03	
25	2.5500000000e+01	1.0779662667e+03	
26	2.6500000000e+01	1.0534862491e+03	
27	2.7500000000e+01	9.9869848184e+02	
28	2.8500000000e+01	1.0045352373e+03	
29	2.9500000000e+01	9.4974757401e+02	
30	3.0500000000e+01	9.2526317489e+02	
31	3.1500000000e+01	8.7046646719e+02	
m_r_code0_ohm = 1.7813975893e+03
m_r_code31_ohm = 8.7046646719e+02
m_r_best_ohm = 1.5003831433e+03
m_best_code = 9.0000000000e+00
m_best_err_pct = 2.5542884029e-02
m_trim_step_pct = 3.3757618491e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

