
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ sf_-40c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ sf_-40c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:11  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1763484313e+03	
1	1.5000000000e+00	2.1160205401e+03	
2	2.5000000000e+00	2.0854422257e+03	
3	3.5000000000e+00	2.0251005472e+03	
4	4.5000000000e+00	2.0242854508e+03	
5	5.5000000000e+00	1.9639440330e+03	
6	6.5000000000e+00	1.9333579338e+03	
7	7.5000000000e+00	1.8730026802e+03	
8	8.5000000000e+00	1.9017070334e+03	
9	9.5000000000e+00	1.8413667851e+03	
10	1.0500000000e+01	1.8107805155e+03	
11	1.1500000000e+01	1.7504263572e+03	
12	1.2500000000e+01	1.7496075438e+03	
13	1.3500000000e+01	1.6892537009e+03	
14	1.4500000000e+01	1.6586595646e+03	
15	1.5500000000e+01	1.5982917680e+03	
16	1.6500000000e+01	1.6565770314e+03	
17	1.7500000000e+01	1.5962396979e+03	
18	1.8500000000e+01	1.5656533032e+03	
19	1.9500000000e+01	1.5053018651e+03	
20	2.0500000000e+01	1.5044798222e+03	
21	2.1500000000e+01	1.4441287316e+03	
22	2.2500000000e+01	1.4135343780e+03	
23	2.3500000000e+01	1.3531691133e+03	
24	2.4500000000e+01	1.3818675373e+03	
25	2.5500000000e+01	1.3215178722e+03	
26	2.6500000000e+01	1.2909234057e+03	
27	2.7500000000e+01	1.2305594608e+03	
28	2.8500000000e+01	1.2297334448e+03	
29	2.9500000000e+01	1.1693699548e+03	
30	3.0500000000e+01	1.1387674327e+03	
31	3.1500000000e+01	1.0783896170e+03	
m_r_code0_ohm = 2.1763484313e+03
m_r_code31_ohm = 1.0783896170e+03
m_r_best_ohm = 1.5044798222e+03
m_best_code = 2.0000000000e+01
m_best_err_pct = 2.9865481129e-01
m_trim_step_pct = 3.2843441469e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

