
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ss_-40c_3.63v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ ss_-40c_3.63v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:10  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.5710249947e+03	
1	1.5000000000e+00	2.5048577162e+03	
2	2.5000000000e+00	2.4681593934e+03	
3	3.5000000000e+00	2.4019756985e+03	
4	4.5000000000e+00	2.3947657252e+03	
5	5.5000000000e+00	2.3285826391e+03	
6	6.5000000000e+00	2.2918739582e+03	
7	7.5000000000e+00	2.2256744076e+03	
8	8.5000000000e+00	2.2476703412e+03	
9	9.5000000000e+00	2.1814893251e+03	
10	1.0500000000e+01	2.1447804082e+03	
11	1.1500000000e+01	2.0785827862e+03	
12	1.2500000000e+01	2.0713651614e+03	
13	1.3500000000e+01	2.0051682806e+03	
14	1.4500000000e+01	1.9684489070e+03	
15	1.5500000000e+01	1.9022353544e+03	
16	1.6500000000e+01	1.9535248170e+03	
17	1.7500000000e+01	1.8873485899e+03	
18	1.8500000000e+01	1.8506394942e+03	
19	1.9500000000e+01	1.7844463882e+03	
20	2.0500000000e+01	1.7772234387e+03	
21	2.1500000000e+01	1.7110311379e+03	
22	2.2500000000e+01	1.6743114036e+03	
23	2.3500000000e+01	1.6081021887e+03	
24	2.4500000000e+01	1.6300827927e+03	
25	2.5500000000e+01	1.5638929788e+03	
26	2.6500000000e+01	1.5271731204e+03	
27	2.7500000000e+01	1.4609662422e+03	
28	2.8500000000e+01	1.4537351272e+03	
29	2.9500000000e+01	1.3875291734e+03	
30	3.0500000000e+01	1.3507985507e+03	
31	3.1500000000e+01	1.2845754523e+03	
m_r_code0_ohm = 2.5710249947e+03
m_r_code31_ohm = 1.2845754523e+03
m_r_best_ohm = 1.5271731204e+03
m_best_code = 2.6000000000e+01
m_best_err_pct = 1.8115413620e+00
m_trim_step_pct = 3.2305126384e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

